#,Name,Description,Animation{Start},Animation{End},Icon,ClassJob,ClassJobCategory,ClassJobLevel,QuestRequirement,Specialist,,Cost,CRP,BSM,ARM,GSM,LTW,WVR,ALC,CUL
100394,"Einkehr","Die Qualität wird erhöht, dafür sinkt die Belastbarkeit.
Effizienz: 300
Erfolgswahrscheinlichkeit: 100 %
Zusatzeffekt: + 1 Stapel <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Innere Ruhe<UIGlow>01</UIGlow><UIForeground>01</UIForeground> (max. 10)
Nur beim <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>ersten Arbeitsschritt<UIGlow>01</UIGlow><UIForeground>01</UIForeground> einsetzbar.",239,246,1982,15,16,69,0,False,0,6,100387,100388,100389,100390,100391,100392,100393,100394
100395,"Planänderung","<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Spezialistenkommando<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
Zustand wird um einen Arbeitsschritt verbessert. Verbraucht eine <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Handwerker-Abhandlung<UIGlow>01</UIGlow><UIForeground>01</UIForeground>. Das Kommando zählt nicht als Arbeitsschritt.
Kann bis zu <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>3 Mal<UIGlow>01</UIGlow><UIForeground>01</UIForeground> pro Synthese bzw. Testsynthese ausgeführt werden.",4655,4656,1984,8,9,55,67632,True,0,0,100395,100396,100397,100398,100399,100400,100401,100402
100396,"Planänderung","<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Spezialistenkommando<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
Zustand wird um einen Arbeitsschritt verbessert. Verbraucht eine <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Handwerker-Abhandlung<UIGlow>01</UIGlow><UIForeground>01</UIForeground>. Das Kommando zählt nicht als Arbeitsschritt.
Kann bis zu <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>3 Mal<UIGlow>01</UIGlow><UIForeground>01</UIForeground> pro Synthese bzw. Testsynthese ausgeführt werden.",4655,4656,1984,9,10,55,67632,True,0,0,100395,100396,100397,100398,100399,100400,100401,100402
100397,"Planänderung","<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Spezialistenkommando<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
Zustand wird um einen Arbeitsschritt verbessert. Verbraucht eine <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Handwerker-Abhandlung<UIGlow>01</UIGlow><UIForeground>01</UIForeground>. Das Kommando zählt nicht als Arbeitsschritt.
Kann bis zu <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>3 Mal<UIGlow>01</UIGlow><UIForeground>01</UIForeground> pro Synthese bzw. Testsynthese ausgeführt werden.",4655,4656,1984,10,11,55,67632,True,0,0,100395,100396,100397,100398,100399,100400,100401,100402
100398,"Planänderung","<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Spezialistenkommando<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
Zustand wird um einen Arbeitsschritt verbessert. Verbraucht eine <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Handwerker-Abhandlung<UIGlow>01</UIGlow><UIForeground>01</UIForeground>. Das Kommando zählt nicht als Arbeitsschritt.
Kann bis zu <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>3 Mal<UIGlow>01</UIGlow><UIForeground>01</UIForeground> pro Synthese bzw. Testsynthese ausgeführt werden.",4655,4656,1984,11,12,55,67632,True,0,0,100395,100396,100397,100398,100399,100400,100401,100402
100399,"Planänderung","<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Spezialistenkommando<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
Zustand wird um einen Arbeitsschritt verbessert. Verbraucht eine <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Handwerker-Abhandlung<UIGlow>01</UIGlow><UIForeground>01</UIForeground>. Das Kommando zählt nicht als Arbeitsschritt.
Kann bis zu <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>3 Mal<UIGlow>01</UIGlow><UIForeground>01</UIForeground> pro Synthese bzw. Testsynthese ausgeführt werden.",4655,4656,1984,12,13,55,67632,True,0,0,100395,100396,100397,100398,100399,100400,100401,100402
100400,"Planänderung","<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Spezialistenkommando<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
Zustand wird um einen Arbeitsschritt verbessert. Verbraucht eine <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Handwerker-Abhandlung<UIGlow>01</UIGlow><UIForeground>01</UIForeground>. Das Kommando zählt nicht als Arbeitsschritt.
Kann bis zu <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>3 Mal<UIGlow>01</UIGlow><UIForeground>01</UIForeground> pro Synthese bzw. Testsynthese ausgeführt werden.",4655,4656,1984,13,14,55,67632,True,0,0,100395,100396,100397,100398,100399,100400,100401,100402
100401,"Planänderung","<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Spezialistenkommando<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
Zustand wird um einen Arbeitsschritt verbessert. Verbraucht eine <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Handwerker-Abhandlung<UIGlow>01</UIGlow><UIForeground>01</UIForeground>. Das Kommando zählt nicht als Arbeitsschritt.
Kann bis zu <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>3 Mal<UIGlow>01</UIGlow><UIForeground>01</UIForeground> pro Synthese bzw. Testsynthese ausgeführt werden.",4655,4656,1984,14,15,55,67632,True,0,0,100395,100396,100397,100398,100399,100400,100401,100402
100402,"Planänderung","<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Spezialistenkommando<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
Zustand wird um einen Arbeitsschritt verbessert. Verbraucht eine <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Handwerker-Abhandlung<UIGlow>01</UIGlow><UIForeground>01</UIForeground>. Das Kommando zählt nicht als Arbeitsschritt.
Kann bis zu <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>3 Mal<UIGlow>01</UIGlow><UIForeground>01</UIForeground> pro Synthese bzw. Testsynthese ausgeführt werden.",4655,4656,1984,15,16,55,67632,True,0,0,100395,100396,100397,100398,100399,100400,100401,100402
100403,"Vorarbeit","Die Arbeit schreitet fort, dafür sinkt die Belastbarkeit stark. Wird das Kommando benutzt, wenn die Belastbarkeit weniger als die Belastbarkeitskosten beträgt, halbiert sich die Effizienz.
Effizienz: <If(Equal(PlayerParameter(68),8))><If(GreaterThanOrEqualTo(PlayerParameter(69),86))>360<Else/>300</If><Else/>300</If>
Erfolgswahrscheinlichkeit: 100 %
Belastbarkeitskosten: 20",241,248,1518,8,9,72,0,False,0,18,100403,100404,100405,100406,100407,100408,100409,100410
100404,"Vorarbeit","Die Arbeit schreitet fort, dafür sinkt die Belastbarkeit stark. Wird das Kommando benutzt, wenn die Belastbarkeit weniger als die Belastbarkeitskosten beträgt, halbiert sich die Effizienz.
Effizienz: <If(Equal(PlayerParameter(68),9))><If(GreaterThanOrEqualTo(PlayerParameter(69),86))>360<Else/>300</If><Else/>300</If>
Erfolgswahrscheinlichkeit: 100 %
Belastbarkeitskosten: 20",241,248,1568,9,10,72,0,False,0,18,100403,100404,100405,100406,100407,100408,100409,100410
100405,"Vorarbeit","Die Arbeit schreitet fort, dafür sinkt die Belastbarkeit stark. Wird das Kommando benutzt, wenn die Belastbarkeit weniger als die Belastbarkeitskosten beträgt, halbiert sich die Effizienz.
Effizienz: <If(Equal(PlayerParameter(68),10))><If(GreaterThanOrEqualTo(PlayerParameter(69),86))>360<Else/>300</If><Else/>300</If>
Erfolgswahrscheinlichkeit: 100 %
Belastbarkeitskosten: 20",241,248,1618,10,11,72,0,False,0,18,100403,100404,100405,100406,100407,100408,100409,100410
100406,"Vorarbeit","Die Arbeit schreitet fort, dafür sinkt die Belastbarkeit stark. Wird das Kommando benutzt, wenn die Belastbarkeit weniger als die Belastbarkeitskosten beträgt, halbiert sich die Effizienz.
Effizienz: <If(Equal(PlayerParameter(68),11))><If(GreaterThanOrEqualTo(PlayerParameter(69),86))>360<Else/>300</If><Else/>300</If>
Erfolgswahrscheinlichkeit: 100 %
Belastbarkeitskosten: 20",241,248,1667,11,12,72,0,False,0,18,100403,100404,100405,100406,100407,100408,100409,100410
100407,"Vorarbeit","Die Arbeit schreitet fort, dafür sinkt die Belastbarkeit stark. Wird das Kommando benutzt, wenn die Belastbarkeit weniger als die Belastbarkeitskosten beträgt, halbiert sich die Effizienz.
Effizienz: <If(Equal(PlayerParameter(68),12))><If(GreaterThanOrEqualTo(PlayerParameter(69),86))>360<Else/>300</If><Else/>300</If>
Erfolgswahrscheinlichkeit: 100 %
Belastbarkeitskosten: 20",241,248,1718,12,13,72,0,False,0,18,100403,100404,100405,100406,100407,100408,100409,100410
100408,"Vorarbeit","Die Arbeit schreitet fort, dafür sinkt die Belastbarkeit stark. Wird das Kommando benutzt, wenn die Belastbarkeit weniger als die Belastbarkeitskosten beträgt, halbiert sich die Effizienz.
Effizienz: <If(Equal(PlayerParameter(68),13))><If(GreaterThanOrEqualTo(PlayerParameter(69),86))>360<Else/>300</If><Else/>300</If>
Erfolgswahrscheinlichkeit: 100 %
Belastbarkeitskosten: 20",241,248,1767,13,14,72,0,False,0,18,100403,100404,100405,100406,100407,100408,100409,100410
100409,"Vorarbeit","Die Arbeit schreitet fort, dafür sinkt die Belastbarkeit stark. Wird das Kommando benutzt, wenn die Belastbarkeit weniger als die Belastbarkeitskosten beträgt, halbiert sich die Effizienz.
Effizienz: <If(Equal(PlayerParameter(68),14))><If(GreaterThanOrEqualTo(PlayerParameter(69),86))>360<Else/>300</If><Else/>300</If>
Erfolgswahrscheinlichkeit: 100 %
Belastbarkeitskosten: 20",241,248,1818,14,15,72,0,False,0,18,100403,100404,100405,100406,100407,100408,100409,100410
100410,"Vorarbeit","Die Arbeit schreitet fort, dafür sinkt die Belastbarkeit stark. Wird das Kommando benutzt, wenn die Belastbarkeit weniger als die Belastbarkeitskosten beträgt, halbiert sich die Effizienz.
Effizienz: <If(Equal(PlayerParameter(68),15))><If(GreaterThanOrEqualTo(PlayerParameter(69),86))>360<Else/>300</If><Else/>300</If>
Erfolgswahrscheinlichkeit: 100 %
Belastbarkeitskosten: 20",241,248,1867,15,16,72,0,False,0,18,100403,100404,100405,100406,100407,100408,100409,100410
100411,"Höhere Veredelung","Die Qualität wird erhöht, dafür sinkt die Belastbarkeit.
Effizienz: 150
Erfolgswahrscheinlichkeit: 100 %
Kombo-Bedingung: <UIForeground>F201F6</UIForeground><UIGlow>F201F7</UIGlow>Solide Veredelung<UIGlow>01</UIGlow><UIForeground>01</UIForeground> oder <UIForeground>F201F6</UIForeground><UIGlow>F201F7</UIGlow>Beobachten<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
Bonus: Die HP-Kosten sind auf 18 verringert.",239,246,1519,8,9,68,0,False,0,46,100411,100412,100413,100414,100415,100416,100417,100418
100412,"Höhere Veredelung","Die Qualität wird erhöht, dafür sinkt die Belastbarkeit.
Effizienz: 150
Erfolgswahrscheinlichkeit: 100 %
Kombo-Bedingung: <UIForeground>F201F6</UIForeground><UIGlow>F201F7</UIGlow>Solide Veredelung<UIGlow>01</UIGlow><UIForeground>01</UIForeground> oder <UIForeground>F201F6</UIForeground><UIGlow>F201F7</UIGlow>Beobachten<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
Bonus: Die HP-Kosten sind auf 18 verringert.",239,246,1569,9,10,68,0,False,0,46,100411,100412,100413,100414,100415,100416,100417,100418
100413,"Höhere Veredelung","Die Qualität wird erhöht, dafür sinkt die Belastbarkeit.
Effizienz: 150
Erfolgswahrscheinlichkeit: 100 %
Kombo-Bedingung: <UIForeground>F201F6</UIForeground><UIGlow>F201F7</UIGlow>Solide Veredelung<UIGlow>01</UIGlow><UIForeground>01</UIForeground> oder <UIForeground>F201F6</UIForeground><UIGlow>F201F7</UIGlow>Beobachten<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
Bonus: Die HP-Kosten sind auf 18 verringert.",239,246,1620,10,11,68,0,False,0,46,100411,100412,100413,100414,100415,100416,100417,100418
100414,"Höhere Veredelung","Die Qualität wird erhöht, dafür sinkt die Belastbarkeit.
Effizienz: 150
Erfolgswahrscheinlichkeit: 100 %
Kombo-Bedingung: <UIForeground>F201F6</UIForeground><UIGlow>F201F7</UIGlow>Solide Veredelung<UIGlow>01</UIGlow><UIForeground>01</UIForeground> oder <UIForeground>F201F6</UIForeground><UIGlow>F201F7</UIGlow>Beobachten<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
Bonus: Die HP-Kosten sind auf 18 verringert.",239,246,1669,11,12,68,0,False,0,46,100411,100412,100413,100414,100415,100416,100417,100418
100415,"Höhere Veredelung","Die Qualität wird erhöht, dafür sinkt die Belastbarkeit.
Effizienz: 150
Erfolgswahrscheinlichkeit: 100 %
Kombo-Bedingung: <UIForeground>F201F6</UIForeground><UIGlow>F201F7</UIGlow>Solide Veredelung<UIGlow>01</UIGlow><UIForeground>01</UIForeground> oder <UIForeground>F201F6</UIForeground><UIGlow>F201F7</UIGlow>Beobachten<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
Bonus: Die HP-Kosten sind auf 18 verringert.",239,246,1719,12,13,68,0,False,0,46,100411,100412,100413,100414,100415,100416,100417,100418
100416,"Höhere Veredelung","Die Qualität wird erhöht, dafür sinkt die Belastbarkeit.
Effizienz: 150
Erfolgswahrscheinlichkeit: 100 %
Kombo-Bedingung: <UIForeground>F201F6</UIForeground><UIGlow>F201F7</UIGlow>Solide Veredelung<UIGlow>01</UIGlow><UIForeground>01</UIForeground> oder <UIForeground>F201F6</UIForeground><UIGlow>F201F7</UIGlow>Beobachten<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
Bonus: Die HP-Kosten sind auf 18 verringert.",239,246,1769,13,14,68,0,False,0,46,100411,100412,100413,100414,100415,100416,100417,100418
100417,"Höhere Veredelung","Die Qualität wird erhöht, dafür sinkt die Belastbarkeit.
Effizienz: 150
Erfolgswahrscheinlichkeit: 100 %
Kombo-Bedingung: <UIForeground>F201F6</UIForeground><UIGlow>F201F7</UIGlow>Solide Veredelung<UIGlow>01</UIGlow><UIForeground>01</UIForeground> oder <UIForeground>F201F6</UIForeground><UIGlow>F201F7</UIGlow>Beobachten<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
Bonus: Die HP-Kosten sind auf 18 verringert.",239,246,1820,14,15,68,0,False,0,46,100411,100412,100413,100414,100415,100416,100417,100418
100418,"Höhere Veredelung","Die Qualität wird erhöht, dafür sinkt die Belastbarkeit.
Effizienz: 150
Erfolgswahrscheinlichkeit: 100 %
Kombo-Bedingung: <UIForeground>F201F6</UIForeground><UIGlow>F201F7</UIGlow>Solide Veredelung<UIGlow>01</UIGlow><UIForeground>01</UIForeground> oder <UIForeground>F201F6</UIForeground><UIGlow>F201F7</UIGlow>Beobachten<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
Bonus: Die HP-Kosten sind auf 18 verringert.",239,246,1869,15,16,68,0,False,0,46,100411,100412,100413,100414,100415,100416,100417,100418
100419,"Mit Leib und Seele","<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Spezialistenkommando<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
<UIForeground>F201F6</UIForeground><UIGlow>F201F7</UIGlow>Präzise Veredelung<UIGlow>01</UIGlow><UIForeground>01</UIForeground>, <UIForeground>F201F6</UIForeground><UIGlow>F201F7</UIGlow>Fokussierte Bearbeitung<UIGlow>01</UIGlow><UIForeground>01</UIForeground> und <UIForeground>F201F6</UIForeground><UIGlow>F201F7</UIGlow>Kunstgriff<UIGlow>01</UIGlow><UIForeground>01</UIForeground> können unabhängig vom Materialzustand eingesetzt werden.
Wird eines dieser Kommandos ohne <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Gut<UIGlow>01</UIGlow><UIForeground>01</UIForeground> oder <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Exzellent<UIGlow>01</UIGlow><UIForeground>01</UIForeground> eingesetzt, endet der Effekt.
Verbraucht eine <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Handwerker-Abhandlung<UIGlow>01</UIGlow><UIForeground>01</UIForeground>.
Das Kommando zählt nicht als Arbeitsschritt.
Kann <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>1 Mal<UIGlow>01</UIGlow><UIForeground>01</UIForeground> pro Synthese bzw. Testsynthese ausgeführt werden.",4655,4656,1996,8,9,86,67632,True,0,0,100419,100420,100421,100422,100423,100424,100425,100426
100420,"Mit Leib und Seele","<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Spezialistenkommando<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
<UIForeground>F201F6</UIForeground><UIGlow>F201F7</UIGlow>Präzise Veredelung<UIGlow>01</UIGlow><UIForeground>01</UIForeground>, <UIForeground>F201F6</UIForeground><UIGlow>F201F7</UIGlow>Fokussierte Bearbeitung<UIGlow>01</UIGlow><UIForeground>01</UIForeground> und <UIForeground>F201F6</UIForeground><UIGlow>F201F7</UIGlow>Kunstgriff<UIGlow>01</UIGlow><UIForeground>01</UIForeground> können unabhängig vom Materialzustand eingesetzt werden.
Wird eines dieser Kommandos ohne <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Gut<UIGlow>01</UIGlow><UIForeground>01</UIForeground> oder <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Exzellent<UIGlow>01</UIGlow><UIForeground>01</UIForeground> eingesetzt, endet der Effekt.
Verbraucht eine <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Handwerker-Abhandlung<UIGlow>01</UIGlow><UIForeground>01</UIForeground>.
Das Kommando zählt nicht als Arbeitsschritt.
Kann <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>1 Mal<UIGlow>01</UIGlow><UIForeground>01</UIForeground> pro Synthese bzw. Testsynthese ausgeführt werden.",4655,4656,1996,9,10,86,67632,True,0,0,100419,100420,100421,100422,100423,100424,100425,100426
100421,"Mit Leib und Seele","<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Spezialistenkommando<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
<UIForeground>F201F6</UIForeground><UIGlow>F201F7</UIGlow>Präzise Veredelung<UIGlow>01</UIGlow><UIForeground>01</UIForeground>, <UIForeground>F201F6</UIForeground><UIGlow>F201F7</UIGlow>Fokussierte Bearbeitung<UIGlow>01</UIGlow><UIForeground>01</UIForeground> und <UIForeground>F201F6</UIForeground><UIGlow>F201F7</UIGlow>Kunstgriff<UIGlow>01</UIGlow><UIForeground>01</UIForeground> können unabhängig vom Materialzustand eingesetzt werden.
Wird eines dieser Kommandos ohne <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Gut<UIGlow>01</UIGlow><UIForeground>01</UIForeground> oder <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Exzellent<UIGlow>01</UIGlow><UIForeground>01</UIForeground> eingesetzt, endet der Effekt.
Verbraucht eine <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Handwerker-Abhandlung<UIGlow>01</UIGlow><UIForeground>01</UIForeground>.
Das Kommando zählt nicht als Arbeitsschritt.
Kann <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>1 Mal<UIGlow>01</UIGlow><UIForeground>01</UIForeground> pro Synthese bzw. Testsynthese ausgeführt werden.",4655,4656,1996,10,11,86,67632,True,0,0,100419,100420,100421,100422,100423,100424,100425,100426
100422,"Mit Leib und Seele","<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Spezialistenkommando<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
<UIForeground>F201F6</UIForeground><UIGlow>F201F7</UIGlow>Präzise Veredelung<UIGlow>01</UIGlow><UIForeground>01</UIForeground>, <UIForeground>F201F6</UIForeground><UIGlow>F201F7</UIGlow>Fokussierte Bearbeitung<UIGlow>01</UIGlow><UIForeground>01</UIForeground> und <UIForeground>F201F6</UIForeground><UIGlow>F201F7</UIGlow>Kunstgriff<UIGlow>01</UIGlow><UIForeground>01</UIForeground> können unabhängig vom Materialzustand eingesetzt werden.
Wird eines dieser Kommandos ohne <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Gut<UIGlow>01</UIGlow><UIForeground>01</UIForeground> oder <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Exzellent<UIGlow>01</UIGlow><UIForeground>01</UIForeground> eingesetzt, endet der Effekt.
Verbraucht eine <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Handwerker-Abhandlung<UIGlow>01</UIGlow><UIForeground>01</UIForeground>.
Das Kommando zählt nicht als Arbeitsschritt.
Kann <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>1 Mal<UIGlow>01</UIGlow><UIForeground>01</UIForeground> pro Synthese bzw. Testsynthese ausgeführt werden.",4655,4656,1996,11,12,86,67632,True,0,0,100419,100420,100421,100422,100423,100424,100425,100426
100423,"Mit Leib und Seele","<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Spezialistenkommando<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
<UIForeground>F201F6</UIForeground><UIGlow>F201F7</UIGlow>Präzise Veredelung<UIGlow>01</UIGlow><UIForeground>01</UIForeground>, <UIForeground>F201F6</UIForeground><UIGlow>F201F7</UIGlow>Fokussierte Bearbeitung<UIGlow>01</UIGlow><UIForeground>01</UIForeground> und <UIForeground>F201F6</UIForeground><UIGlow>F201F7</UIGlow>Kunstgriff<UIGlow>01</UIGlow><UIForeground>01</UIForeground> können unabhängig vom Materialzustand eingesetzt werden.
Wird eines dieser Kommandos ohne <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Gut<UIGlow>01</UIGlow><UIForeground>01</UIForeground> oder <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Exzellent<UIGlow>01</UIGlow><UIForeground>01</UIForeground> eingesetzt, endet der Effekt.
Verbraucht eine <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Handwerker-Abhandlung<UIGlow>01</UIGlow><UIForeground>01</UIForeground>.
Das Kommando zählt nicht als Arbeitsschritt.
Kann <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>1 Mal<UIGlow>01</UIGlow><UIForeground>01</UIForeground> pro Synthese bzw. Testsynthese ausgeführt werden.",4655,4656,1996,12,13,86,67632,True,0,0,100419,100420,100421,100422,100423,100424,100425,100426
100424,"Mit Leib und Seele","<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Spezialistenkommando<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
<UIForeground>F201F6</UIForeground><UIGlow>F201F7</UIGlow>Präzise Veredelung<UIGlow>01</UIGlow><UIForeground>01</UIForeground>, <UIForeground>F201F6</UIForeground><UIGlow>F201F7</UIGlow>Fokussierte Bearbeitung<UIGlow>01</UIGlow><UIForeground>01</UIForeground> und <UIForeground>F201F6</UIForeground><UIGlow>F201F7</UIGlow>Kunstgriff<UIGlow>01</UIGlow><UIForeground>01</UIForeground> können unabhängig vom Materialzustand eingesetzt werden.
Wird eines dieser Kommandos ohne <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Gut<UIGlow>01</UIGlow><UIForeground>01</UIForeground> oder <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Exzellent<UIGlow>01</UIGlow><UIForeground>01</UIForeground> eingesetzt, endet der Effekt.
Verbraucht eine <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Handwerker-Abhandlung<UIGlow>01</UIGlow><UIForeground>01</UIForeground>.
Das Kommando zählt nicht als Arbeitsschritt.
Kann <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>1 Mal<UIGlow>01</UIGlow><UIForeground>01</UIForeground> pro Synthese bzw. Testsynthese ausgeführt werden.",4655,4656,1996,13,14,86,67632,True,0,0,100419,100420,100421,100422,100423,100424,100425,100426
100425,"Mit Leib und Seele","<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Spezialistenkommando<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
<UIForeground>F201F6</UIForeground><UIGlow>F201F7</UIGlow>Präzise Veredelung<UIGlow>01</UIGlow><UIForeground>01</UIForeground>, <UIForeground>F201F6</UIForeground><UIGlow>F201F7</UIGlow>Fokussierte Bearbeitung<UIGlow>01</UIGlow><UIForeground>01</UIForeground> und <UIForeground>F201F6</UIForeground><UIGlow>F201F7</UIGlow>Kunstgriff<UIGlow>01</UIGlow><UIForeground>01</UIForeground> können unabhängig vom Materialzustand eingesetzt werden.
Wird eines dieser Kommandos ohne <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Gut<UIGlow>01</UIGlow><UIForeground>01</UIForeground> oder <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Exzellent<UIGlow>01</UIGlow><UIForeground>01</UIForeground> eingesetzt, endet der Effekt.
Verbraucht eine <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Handwerker-Abhandlung<UIGlow>01</UIGlow><UIForeground>01</UIForeground>.
Das Kommando zählt nicht als Arbeitsschritt.
Kann <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>1 Mal<UIGlow>01</UIGlow><UIForeground>01</UIForeground> pro Synthese bzw. Testsynthese ausgeführt werden.",4655,4656,1996,14,15,86,67632,True,0,0,100419,100420,100421,100422,100423,100424,100425,100426
100426,"Mit Leib und Seele","<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Spezialistenkommando<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
<UIForeground>F201F6</UIForeground><UIGlow>F201F7</UIGlow>Präzise Veredelung<UIGlow>01</UIGlow><UIForeground>01</UIForeground>, <UIForeground>F201F6</UIForeground><UIGlow>F201F7</UIGlow>Fokussierte Bearbeitung<UIGlow>01</UIGlow><UIForeground>01</UIForeground> und <UIForeground>F201F6</UIForeground><UIGlow>F201F7</UIGlow>Kunstgriff<UIGlow>01</UIGlow><UIForeground>01</UIForeground> können unabhängig vom Materialzustand eingesetzt werden.
Wird eines dieser Kommandos ohne <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Gut<UIGlow>01</UIGlow><UIForeground>01</UIForeground> oder <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Exzellent<UIGlow>01</UIGlow><UIForeground>01</UIForeground> eingesetzt, endet der Effekt.
Verbraucht eine <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Handwerker-Abhandlung<UIGlow>01</UIGlow><UIForeground>01</UIForeground>.
Das Kommando zählt nicht als Arbeitsschritt.
Kann <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>1 Mal<UIGlow>01</UIGlow><UIForeground>01</UIForeground> pro Synthese bzw. Testsynthese ausgeführt werden.",4655,4656,1996,15,16,86,67632,True,0,0,100419,100420,100421,100422,100423,100424,100425,100426
